State,Year,Station,Men,Women,MenN,WomenN
QUE,2014,spring,0,0,0.0,0.0
QUE,2014,summer,0,-60,0.0,-6.37789676099e-05
QUE,2014,winter,0,0,0.0,0.0
QUE,2015,fall,0,0,0.0,0.0
QUE,2015,spring,0,0,0.0,0.0
QUE,2015,summer,0,0,0.0,0.0
QUE,2015,winter,0,0,0.0,0.0
QUE,2016,spring,0,0,0.0,0.0
QUE,2016,winter,0,0,0.0,0.0
ROO,2008,fall,0,0,0.0,0.0
ROO,2008,spring,0,1,0.0,1.5329006465799999e-06
ROO,2008,summer,0,1,0.0,1.5329006465799999e-06
ROO,2008,winter,0,0,0.0,0.0
ROO,2009,fall,0,0,0.0,0.0
ROO,2009,spring,0,0,0.0,0.0
ROO,2009,summer,0,0,0.0,0.0
ROO,2009,winter,-1,-1,-1.4853985324299998e-06,-1.5329006465799999e-06
ROO,2010,fall,0,-1,0.0,-1.5329006465799999e-06
ROO,2010,spring,1,0,1.4853985324299998e-06,0.0
ROO,2010,summer,2,2,2.97079706485e-06,3.06580129315e-06
ROO,2010,winter,0,0,0.0,0.0
ROO,2011,fall,10,3,1.48539853243e-05,4.59870193973e-06
ROO,2011,spring,4,2,5.94159412971e-06,3.06580129315e-06
ROO,2011,summer,9,8,1.33685867918e-05,1.22632051726e-05
ROO,2011,winter,0,0,0.0,0.0
ROO,2012,fall,0,0,0.0,0.0
ROO,2012,spring,0,0,0.0,0.0
ROO,2012,summer,0,1,0.0,1.5329006465799999e-06
ROO,2012,winter,0,0,0.0,0.0
ROO,2013,fall,10,3,1.48539853243e-05,4.59870193973e-06
ROO,2013,spring,4,2,5.94159412971e-06,3.06580129315e-06
ROO,2013,summer,9,8,1.33685867918e-05,1.22632051726e-05
ROO,2013,winter,0,0,0.0,0.0
ROO,2014,fall,0,0,0.0,0.0
ROO,2014,spring,0,-56,0.0,-8.58424362083e-05
ROO,2014,summer,-2,-5,-2.97079706485e-06,-7.664503232889999e-06
ROO,2014,winter,0,0,0.0,0.0
ROO,2015,fall,1,0,1.4853985324299998e-06,0.0
ROO,2015,spring,0,0,0.0,0.0
ROO,2015,summer,4,4,5.94159412971e-06,6.13160258631e-06
ROO,2015,winter,0,-359,0.0,-0.0005503113321209999
ROO,2016,spring,-19,0,-2.82225721161e-05,0.0
ROO,2016,winter,0,0,0.0,0.0
SIN,2008,fall,0,0,0.0,0.0
SIN,2008,spring,-1,0,-7.26638041972e-07,0.0
SIN,2008,summer,0,0,0.0,0.0
SIN,2008,winter,0,0,0.0,0.0
SIN,2009,fall,0,0,0.0,0.0
SIN,2009,spring,-3,0,-2.17991412592e-06,0.0
SIN,2009,summer,0,0,0.0,0.0
SIN,2009,winter,0,0,0.0,0.0
SIN,2010,fall,0,0,0.0,0.0
SIN,2010,spring,0,0,0.0,0.0
SIN,2010,summer,0,0,0.0,0.0
SIN,2010,winter,0,0,0.0,0.0
SIN,2011,fall,0,0,0.0,0.0
SIN,2011,spring,0,0,0.0,0.0
SIN,2011,summer,0,0,0.0,0.0
SIN,2011,winter,0,0,0.0,0.0
SIN,2012,fall,0,0,0.0,0.0
SIN,2012,spring,0,0,0.0,0.0
SIN,2012,summer,0,0,0.0,0.0
SIN,2012,winter,0,0,0.0,0.0
SIN,2013,fall,0,0,0.0,0.0
SIN,2013,spring,0,0,0.0,0.0
SIN,2013,summer,0,0,0.0,0.0
SIN,2013,winter,0,0,0.0,0.0
SIN,2014,fall,8,15,5.81310433578e-06,1.07792693093e-05
SIN,2014,spring,1,0,7.26638041972e-07,0.0
SIN,2014,summer,-15,-11,-1.08995706296e-05,-7.90479749346e-06
SIN,2014,winter,0,0,0.0,0.0
SIN,2015,fall,1,3,7.26638041972e-07,2.15585386185e-06
SIN,2015,spring,0,0,0.0,0.0
SIN,2015,summer,0,0,0.0,0.0
SIN,2015,winter,0,0,0.0,0.0
SIN,2016,spring,0,0,0.0,0.0
SIN,2016,winter,0,0,0.0,0.0
SLP,2008,fall,2,0,1.5868406478799998e-06,0.0
SLP,2008,spring,0,0,0.0,0.0
SLP,2008,summer,0,0,0.0,0.0
SLP,2008,winter,0,0,0.0,0.0
SLP,2009,fall,0,-1120,0.0,-0.0008451860616739999
SLP,2009,spring,-1,-2,-7.93420323938e-07,-1.50926082442e-06
SLP,2009,summer,11,13,8.72762356331e-06,9.81019535872e-06
SLP,2009,winter,0,0,0.0,0.0
SLP,2010,fall,0,0,0.0,0.0
SLP,2010,spring,0,0,0.0,0.0
SLP,2010,summer,0,-3,0.0,-2.26389123663e-06
SLP,2010,winter,0,0,0.0,0.0
SLP,2011,fall,3,4,2.3802609718099997e-06,3.01852164884e-06
SLP,2011,spring,1,1,7.93420323938e-07,7.54630412209e-07
SLP,2011,summer,5,5,3.96710161969e-06,3.77315206105e-06
SLP,2011,winter,0,0,0.0,0.0
SLP,2012,fall,0,0,0.0,0.0
SLP,2012,spring,0,0,0.0,0.0
SLP,2012,summer,3,7,2.3802609718099997e-06,5.28241288547e-06
SLP,2012,winter,0,0,0.0,0.0
SLP,2013,fall,3,3,2.3802609718099997e-06,2.26389123663e-06
SLP,2013,spring,1,1,7.93420323938e-07,7.54630412209e-07
SLP,2013,summer,5,5,3.96710161969e-06,3.77315206105e-06
SLP,2013,winter,0,0,0.0,0.0
SLP,2014,fall,0,0,0.0,0.0
SLP,2014,spring,0,0,0.0,0.0
SLP,2014,summer,-11,-8,-8.72762356331e-06,-6.0370432976699995e-06
SLP,2014,winter,0,0,0.0,0.0
SLP,2015,fall,0,0,0.0,0.0
SLP,2015,spring,0,0,0.0,0.0
SLP,2015,summer,0,0,0.0,0.0
SLP,2015,winter,0,0,0.0,0.0
SLP,2016,spring,0,0,0.0,0.0
SLP,2016,winter,0,0,0.0,0.0
SON,2008,fall,0,0,0.0,0.0
SON,2008,spring,0,0,0.0,0.0
SON,2008,summer,0,0,0.0,0.0
SON,2008,winter,0,0,0.0,0.0
SON,2009,fall,0,0,0.0,0.0
SON,2009,spring,0,0,0.0,0.0
SON,2009,summer,0,0,0.0,0.0
SON,2009,winter,0,0,0.0,0.0
SON,2010,fall,0,0,0.0,0.0
SON,2010,spring,0,0,0.0,0.0
SON,2010,summer,0,0,0.0,0.0
SON,2010,winter,0,0,0.0,0.0
SON,2011,fall,0,-1,0.0,-7.55933320634e-07
SON,2011,spring,0,0,0.0,0.0
SON,2011,summer,-1,0,-7.46484803062e-07,0.0
SON,2011,winter,0,-1,0.0,-7.55933320634e-07
SON,2012,fall,0,0,0.0,0.0
SON,2012,spring,-5,-7,-3.7324240153099997e-06,-5.2915332444400005e-06
SON,2012,summer,0,0,0.0,0.0
SON,2012,winter,0,0,0.0,0.0
SON,2013,fall,0,-1,0.0,-7.55933320634e-07
SON,2013,spring,0,0,0.0,0.0
SON,2013,summer,-9,-7,-6.71836322756e-06,-5.2915332444400005e-06
SON,2013,winter,0,0,0.0,0.0
SON,2014,fall,1,0,7.46484803062e-07,0.0
SON,2014,spring,0,0,0.0,0.0
SON,2014,summer,-1,-2,-7.46484803062e-07,-1.51186664127e-06
SON,2014,winter,-78,0,-5.82258146389e-05,0.0
SON,2015,fall,0,-79,0.0,-5.97187323301e-05
SON,2015,spring,1,0,7.46484803062e-07,0.0
SON,2015,summer,2,-83,1.49296960612e-06,-6.27424656126e-05
SON,2015,winter,0,1,0.0,7.55933320634e-07
SON,2016,spring,0,0,0.0,0.0
SON,2016,winter,0,0,0.0,0.0
TAB,2008,fall,5,6,4.54232447096e-06,5.27312595301e-06
TAB,2008,spring,1,0,9.08464894191e-07,0.0
TAB,2008,summer,4,6,3.63385957676e-06,5.27312595301e-06
TAB,2008,winter,0,0,0.0,0.0
TAB,2009,fall,0,0,0.0,0.0
TAB,2009,spring,0,1,0.0,8.788543255010001e-07
TAB,2009,summer,2,7,1.81692978838e-06,6.15198027851e-06
TAB,2009,winter,0,0,0.0,0.0
TAB,2010,fall,0,0,0.0,0.0
TAB,2010,spring,0,0,0.0,0.0
TAB,2010,summer,1,0,9.08464894191e-07,0.0
TAB,2010,winter,0,0,0.0,0.0
TAB,2011,fall,4,3,3.63385957676e-06,2.6365629765e-06
TAB,2011,spring,6,7,5.45078936515e-06,6.15198027851e-06
TAB,2011,summer,16,30,1.45354383071e-05,2.6365629764999998e-05
TAB,2011,winter,-1,0,-9.08464894191e-07,0.0
TAB,2012,fall,0,0,0.0,0.0
TAB,2012,spring,1,2,9.08464894191e-07,1.7577086509999999e-06
TAB,2012,summer,15,19,1.36269734129e-05,1.66982321845e-05
TAB,2012,winter,0,0,0.0,0.0
TAB,2013,fall,4,3,3.63385957676e-06,2.6365629765e-06
TAB,2013,spring,6,7,5.45078936515e-06,6.15198027851e-06
TAB,2013,summer,16,30,1.45354383071e-05,2.6365629764999998e-05
TAB,2013,winter,-1,0,-9.08464894191e-07,0.0
TAB,2014,fall,1,1,9.08464894191e-07,8.788543255010001e-07
TAB,2014,spring,0,0,0.0,0.0
TAB,2014,summer,-3,-4,-2.72539468257e-06,-3.5154173020099998e-06
TAB,2014,winter,0,0,0.0,0.0
TAB,2015,fall,2,4,1.81692978838e-06,3.5154173020099998e-06
TAB,2015,spring,1,1,9.08464894191e-07,8.788543255010001e-07
TAB,2015,summer,1,3,9.08464894191e-07,2.6365629765e-06
TAB,2015,winter,0,0,0.0,0.0
TAB,2016,spring,0,1,0.0,8.788543255010001e-07
TAB,2016,winter,0,0,0.0,0.0
TAM,2008,fall,0,0,0.0,0.0
TAM,2008,spring,-1,0,-6.18734922203e-07,0.0
TAM,2008,summer,-2,1,-1.23746984441e-06,6.051975576649999e-07
TAM,2008,winter,0,0,0.0,0.0
TAM,2009,fall,0,0,0.0,0.0
TAM,2009,spring,0,-1,0.0,-6.051975576649999e-07
TAM,2009,summer,0,0,0.0,0.0
TAM,2009,winter,0,0,0.0,0.0
TAM,2010,fall,0,0,0.0,0.0
TAM,2010,spring,0,0,0.0,0.0
TAM,2010,summer,0,0,0.0,0.0
TAM,2010,winter,0,0,0.0,0.0
TAM,2011,fall,3,5,1.85620476661e-06,3.0259877883200002e-06
TAM,2011,spring,0,2,0.0,1.2103951153299999e-06
TAM,2011,summer,69,75,4.2692709631999996e-05,4.53898168249e-05
TAM,2011,winter,0,0,0.0,0.0
TAM,2012,fall,0,0,0.0,0.0
TAM,2012,spring,0,0,0.0,0.0
TAM,2012,summer,3,5,1.85620476661e-06,3.0259877883200002e-06
TAM,2012,winter,0,0,0.0,0.0
TAM,2013,fall,3,5,1.85620476661e-06,3.0259877883200002e-06
TAM,2013,spring,0,2,0.0,1.2103951153299999e-06
TAM,2013,summer,69,-984,4.2692709631999996e-05,-0.0005955143967419999
TAM,2013,winter,0,0,0.0,0.0
TAM,2014,fall,2,1,1.23746984441e-06,6.051975576649999e-07
TAM,2014,spring,0,0,0.0,0.0
TAM,2014,summer,-13,-9,-8.04355398864e-06,-5.44677801898e-06
TAM,2014,winter,0,0,0.0,0.0
TAM,2015,fall,0,5,0.0,3.0259877883200002e-06
TAM,2015,spring,0,1,0.0,6.051975576649999e-07
TAM,2015,summer,1,2,6.18734922203e-07,1.2103951153299999e-06
TAM,2015,winter,0,0,0.0,0.0
TAM,2016,spring,0,0,0.0,0.0
TAM,2016,winter,0,0,0.0,0.0
TLA,2008,fall,0,0,0.0,0.0
TLA,2008,spring,0,0,0.0,0.0
TLA,2008,summer,0,0,0.0,0.0
TLA,2008,winter,0,0,0.0,0.0
TLA,2009,fall,0,0,0.0,0.0
TLA,2009,spring,0,0,0.0,0.0
TLA,2009,summer,0,0,0.0,0.0
TLA,2009,winter,0,0,0.0,0.0
TLA,2010,fall,0,0,0.0,0.0
TLA,2010,spring,0,0,0.0,0.0
TLA,2010,summer,0,0,0.0,0.0
TLA,2010,winter,0,0,0.0,0.0
TLA,2011,fall,0,0,0.0,0.0
TLA,2011,spring,0,0,0.0,0.0
TLA,2011,summer,0,0,0.0,0.0
TLA,2011,winter,0,0,0.0,0.0
TLA,2012,fall,0,0,0.0,0.0
TLA,2012,spring,0,0,0.0,0.0
TLA,2012,summer,0,0,0.0,0.0
TLA,2012,winter,0,0,0.0,0.0
TLA,2013,fall,0,0,0.0,0.0
TLA,2013,spring,0,0,0.0,0.0
TLA,2013,summer,0,0,0.0,0.0
TLA,2013,winter,0,0,0.0,0.0
TLA,2014,fall,0,0,0.0,0.0
TLA,2014,spring,0,0,0.0,0.0
TLA,2014,summer,0,0,0.0,0.0
TLA,2014,winter,0,0,0.0,0.0
TLA,2015,fall,0,0,0.0,0.0
TLA,2015,spring,0,0,0.0,0.0
TLA,2015,summer,0,0,0.0,0.0
TLA,2015,winter,0,0,0.0,0.0
TLA,2016,spring,0,0,0.0,0.0
TLA,2016,winter,0,0,0.0,0.0
VER,2008,fall,9,-955,2.43527644041e-06,-0.00024192434987599997
VER,2008,spring,0,0,0.0,0.0
VER,2008,summer,5,10,1.35293135578e-06,2.5332392657200002e-06
VER,2008,winter,0,0,0.0,0.0
VER,2009,fall,-1205,-1247,-0.000326056456743,-0.000315894936435
VER,2009,spring,2,2,5.41172542312e-07,5.06647853143e-07
VER,2009,summer,7,9,1.8941038980900002e-06,2.27991533914e-06
VER,2009,winter,-1484,-1319,-0.00040155002639599994,-0.00033413425914799997
VER,2010,fall,1,4,2.70586271156e-07,1.01329570629e-06
VER,2010,spring,0,0,0.0,0.0
VER,2010,summer,0,5,0.0,1.2666196328600001e-06
VER,2010,winter,0,0,0.0,0.0
VER,2011,fall,33,45,8.92934694815e-06,1.13995766957e-05
VER,2011,spring,3,2,8.11758813468e-07,5.06647853143e-07
VER,2011,summer,17,23,4.59996660965e-06,5.82645031115e-06
VER,2011,winter,-15,-20,-4.0587940673400005e-06,-5.06647853143e-06
VER,2012,fall,0,0,0.0,0.0
VER,2012,spring,3,4,8.11758813468e-07,1.01329570629e-06
VER,2012,summer,22,39,5.95289796543e-06,9.87963313629e-06
VER,2012,winter,0,1,0.0,2.5332392657199997e-07
VER,2013,fall,33,45,8.92934694815e-06,1.13995766957e-05
VER,2013,spring,3,2,8.11758813468e-07,5.06647853143e-07
VER,2013,summer,17,23,4.59996660965e-06,5.82645031115e-06
VER,2013,winter,-15,-20,-4.0587940673400005e-06,-5.06647853143e-06
VER,2014,fall,14,23,3.78820779619e-06,5.82645031115e-06
VER,2014,spring,1,1,2.70586271156e-07,2.5332392657199997e-07
VER,2014,summer,-30,-20,-8.117588134680001e-06,-5.06647853143e-06
VER,2014,winter,0,0,0.0,0.0
VER,2015,fall,4,6,1.08234508462e-06,1.5199435594299999e-06
VER,2015,spring,1,1,2.70586271156e-07,2.5332392657199997e-07
VER,2015,summer,10,19,2.70586271156e-06,4.81315460486e-06
VER,2015,winter,0,0,0.0,0.0
VER,2016,spring,0,0,0.0,0.0
VER,2016,winter,0,0,0.0,0.0
YUC,2008,fall,3,2,3.11418792878e-06,2.0156332515e-06
YUC,2008,spring,0,0,0.0,0.0
YUC,2008,summer,1,0,1.03806264293e-06,0.0
YUC,2008,winter,0,0,0.0,0.0
YUC,2009,fall,0,0,0.0,0.0
YUC,2009,spring,0,0,0.0,0.0
YUC,2009,summer,3,1,3.11418792878e-06,1.00781662575e-06
YUC,2009,winter,0,0,0.0,0.0
YUC,2010,fall,0,0,0.0,0.0
YUC,2010,spring,-1,1,-1.03806264293e-06,1.00781662575e-06
YUC,2010,summer,9,6,9.34256378635e-06,6.0468997545e-06
YUC,2010,winter,0,0,0.0,0.0
YUC,2011,fall,25,22,2.59515660732e-05,2.21719657665e-05
YUC,2011,spring,1,2,1.03806264293e-06,2.0156332515e-06
YUC,2011,summer,6,8,6.228375857569999e-06,8.06253300599e-06
YUC,2011,winter,0,1,0.0,1.00781662575e-06
YUC,2012,fall,0,-931,0.0,-0.0009382772785730001
YUC,2012,spring,3,2,3.11418792878e-06,2.0156332515e-06
YUC,2012,summer,11,9,1.14186890722e-05,9.070349631739999e-06
YUC,2012,winter,7,4,7.2664385005e-06,4.031266503e-06
YUC,2013,fall,25,22,2.59515660732e-05,2.21719657665e-05
YUC,2013,spring,1,2,1.03806264293e-06,2.0156332515e-06
YUC,2013,summer,6,8,6.228375857569999e-06,8.06253300599e-06
YUC,2013,winter,1,0,1.03806264293e-06,0.0
YUC,2014,fall,2,3,2.07612528586e-06,3.02344987725e-06
YUC,2014,spring,0,-1,0.0,-1.00781662575e-06
YUC,2014,summer,-2,-5,-2.07612528586e-06,-5.03908312875e-06
YUC,2014,winter,0,0,0.0,0.0
YUC,2015,fall,0,-249,0.0,-0.000250946339812
YUC,2015,spring,0,0,0.0,0.0
YUC,2015,summer,3,4,3.11418792878e-06,4.031266503e-06
YUC,2015,winter,0,0,0.0,0.0
YUC,2016,spring,0,0,0.0,0.0
YUC,2016,winter,0,0,0.0,0.0
ZAC,2008,fall,0,0,0.0,0.0
ZAC,2008,spring,0,0,0.0,0.0
ZAC,2008,summer,0,0,0.0,0.0
ZAC,2008,winter,0,0,0.0,0.0
ZAC,2009,fall,0,0,0.0,0.0
ZAC,2009,spring,0,0,0.0,0.0
ZAC,2009,summer,0,0,0.0,0.0
ZAC,2009,winter,0,0,0.0,0.0
ZAC,2010,fall,0,0,0.0,0.0
ZAC,2010,spring,0,0,0.0,0.0
ZAC,2010,summer,0,0,0.0,0.0
ZAC,2010,winter,0,0,0.0,0.0
ZAC,2011,fall,0,0,0.0,0.0
ZAC,2011,spring,0,0,0.0,0.0
ZAC,2011,summer,0,0,0.0,0.0
ZAC,2011,winter,0,0,0.0,0.0
ZAC,2012,fall,0,0,0.0,0.0
ZAC,2012,spring,0,0,0.0,0.0
ZAC,2012,summer,0,0,0.0,0.0
ZAC,2012,winter,0,0,0.0,0.0
ZAC,2013,fall,0,0,0.0,0.0
ZAC,2013,spring,0,0,0.0,0.0
ZAC,2013,summer,0,0,0.0,0.0
ZAC,2013,winter,0,0,0.0,0.0
ZAC,2014,fall,0,0,0.0,0.0
ZAC,2014,spring,0,0,0.0,0.0
ZAC,2014,summer,0,0,0.0,0.0
ZAC,2014,winter,0,0,0.0,0.0
ZAC,2015,fall,0,0,0.0,0.0
ZAC,2015,spring,0,0,0.0,0.0
ZAC,2015,summer,0,-36,0.0,-4.71345468733e-05
ZAC,2015,winter,0,0,0.0,0.0
ZAC,2016,spring,0,0,0.0,0.0
ZAC,2016,winter,0,0,0.0,0.0
